client_id,churned,days_live,logins_30days,leads_30days,spend_30days,invoices_30days
276065,0,386,0,40,0,19
276230,0,385,0,9,0,329
276281,0,385,1,146,863.34,1000
276393,0,384,0,32,305.54,829
276398,0,384,0,41,314.15,649
276407,0,384,0,4,0,49
276490,0,384,1,27,0,199
276547,0,383,8,153,1432.9,1449
276576,0,381,5,9,0,149
276616,0,381,0,17,157.25,349
276635,0,381,0,7,0,229
276655,0,381,0,17,0,149
276672,0,381,0,155,777.84,1249
276874,0,380,1,9,0,19
276912,0,380,0,0,0,19
276925,0,380,15,14,191.5,449
277025,0,379,0,24,785.8,849
277110,0,379,0,27,0,19
277162,0,378,0,47,215.78,499
277165,0,378,0,54,0,329
277312,0,377,8,59,1077.11,829
277329,0,377,0,0,0,49
277349,0,377,0,29,106.03,499
277357,0,377,0,10,0,149
277450,0,377,0,10,234.99,599
277469,0,373,1,237,1272.24,351
277490,0,373,2,24,143.71,219
277492,0,373,0,218,0,149
277548,0,373,4,6,0,49
277613,0,373,0,58,186.06,479.65
277621,0,371,0,74,543.27,0
277746,0,372,7,12,0,299
277750,0,191,2,1,0,329
277753,0,372,12,109,923.32,1349
277754,0,372,0,1,13.55,0
277771,0,372,0,1,0,19
277829,0,372,0,17,257.63,599
277842,0,372,0,12,0,249
277907,0,371,1,38,197.11,49
277948,0,371,0,61,835.78,1149
277979,0,371,0,153,928.93,750
278060,0,370,1,41,0,199
278102,0,370,0,48,320.99,699
278105,0,370,0,58,112.08,249
278121,0,370,0,40,80.59,0
278122,0,370,0,37,720.2,769
278129,0,370,4,65,291.75,0
278132,0,370,4,126,288.09,0
278177,0,366,12,58,475.01,200
278206,0,370,0,101,612.33,999
278247,0,369,0,182,254.65,449
278266,0,367,6,71,306.27,649
278354,0,358,1,22,155.41,500
278384,0,367,0,16,906.82,1249
278406,1,78,0,22,136.52,199
278424,0,3,1,6,115.05,3996
278436,0,366,0,49,0,0
278533,0,366,0,25,133.53,0
278683,0,352,0,22,0,329
278754,0,363,0,9,0,329
278809,0,364,1,4,0,149
278813,0,364,20,225,716.56,1049
278891,0,364,0,9,0,329
278996,0,363,0,53,341.41,499
279001,0,363,5,5,0,149
279068,0,363,3,228,152.62,449
279091,0,363,6,46,224.66,250
279147,0,363,0,57,377.73,649
279152,0,363,1,23,31.57,549
279169,0,362,30,49,588.5,899
279246,0,360,0,16,0,19
279277,0,360,0,19,0,149
279463,0,359,28,7,501.57,787.71
279569,0,359,0,11,143.62,479
279772,0,358,0,39,367.8,599
279814,0,353,0,1,0,19
279857,0,357,1,4,465.88,619
279868,0,357,0,39,155.77,299
279882,0,357,0,54,0,349
280039,0,356,1,228,623.66,999
280066,0,349,1,77,483.25,599
280078,0,356,1,15,0,49
280124,0,356,0,67,0,199
280166,1,11,3,3,49.24,1446
280235,0,353,6,123,518.2,699
280239,0,353,0,136,105.43,529
280283,0,353,0,2,0,99
280426,0,352,0,3,0,199
280480,0,352,0,13,1055.29,1499
280568,0,352,0,73,0,299
280587,1,60,0,7,0,0
280625,0,351,22,36,582.42,699
280673,0,351,3,29,838.93,1249
280684,0,351,4,13,0,149
280754,0,351,0,5,0,19
280779,1,120,0,0,0,0
280805,0,351,0,16,379.5,599
280848,0,351,8,172,975.65,1249
280870,0,350,0,579,225.42,469
280901,0,350,0,92,0,428
280950,0,350,0,78,1662.54,2499
280978,0,350,0,6,0,19
281018,0,349,0,20,0,229
281096,0,349,0,2,0,149
281099,0,349,0,17,0,329
281109,0,349,0,15,461.02,470
281197,1,20,1,0,0,0
281243,0,345,0,42,192.76,419
281337,0,345,0,35,784.82,1249
281396,0,345,0,72,0,329
281418,0,345,0,8,0,19
281441,0,345,0,1,0,19
281442,0,345,0,9,0,199
281445,0,345,1,20,686.8,999
281475,0,345,0,4,0,19
281496,0,345,10,5,0,19
281498,0,345,1,8,103.33,299
281571,1,153,2,19,0,149
281574,1,122,2,35,283.66,599
281581,1,155,0,13,420.2,-1000
281585,1,92,0,10,272.02,0
281629,0,344,1,191,1924.51,2500
281664,0,344,0,21,490.97,1499
281687,0,344,39,197,340.57,799
281731,0,344,0,7,0,203.23
281777,0,343,0,107,0,249
281779,0,343,0,0,0,19
281784,0,343,0,45,599.84,799
281837,0,343,0,13,142.03,299
281868,0,343,0,57,585.65,689
281965,0,342,39,158,388.99,2149
282040,0,342,0,33,0,19
282043,0,342,0,10,5.49,0
282077,0,340,0,8,182.55,549
282093,0,339,1,27,413.64,699
282125,0,339,1,5,375.34,2498
282127,0,339,6,28,314.51,499
282178,0,339,2,7,45.52,374
282217,0,339,2,16,154.11,499
282261,0,338,0,41,901.78,1249
282292,0,338,8,8,183.25,0
282321,0,338,0,40,702.69,1000
282331,0,338,0,74,0,329
282361,0,338,0,24,275.33,449
282374,0,338,0,38,649.68,1499
282380,0,338,0,20,270.11,599
282442,0,338,0,49,0,329
282464,1,148,0,11,8.7,0
282479,0,337,0,106,0,249
282500,0,337,0,105,650.96,999
282579,0,337,1,71,688.74,819
282679,0,336,0,12,625.14,0
282704,0,336,0,47,625.34,649
282710,0,336,0,119,807.63,0
282757,0,336,0,9,0,0
282801,1,120,0,7,15.35,0
282808,0,336,0,19,0,0
282893,1,129,0,110,1605.5,0
283127,0,332,0,73,643.05,999
283134,0,332,4,98,0,0
283161,1,105,1,33,869.13,999.51
283177,0,332,0,231,321.69,499
283181,0,332,0,12,0,19
283199,0,332,0,1,0,0
283202,0,332,0,28,0,249
283209,0,332,0,71,0,329
283215,0,332,0,70,169.55,369
283235,0,332,0,61,153.65,828
283252,0,331,6,21,829.63,1249
283312,0,331,0,14,130.19,329
283333,0,331,0,2,0,199
283358,1,137,0,28,415.55,749
283377,1,124,0,3,0,0
283449,1,124,0,24,115.34,0
283523,0,330,0,20,780.59,1119
283526,0,330,2,23,52.91,499
283565,0,330,0,205,783.22,1249
283584,0,330,0,16,370.89,699
283628,0,329,6,24,116.67,299
283664,0,329,0,48,320.03,649
283720,0,329,1,13,283.44,349
283725,0,329,5,6,254.73,219
283756,0,329,0,194,952.21,1329
283768,0,329,0,181,972.57,1329
283777,0,329,0,63,1800.72,2328
283819,0,329,0,23,0,199
283839,0,322,18,16,0,398
283860,0,328,0,4,0,249
283861,0,328,0,44,0,329
283865,0,328,57,11,126.98,399
283873,0,328,8,245,375.76,750
283880,0,321,0,1,0,19
283942,0,328,2,29,651.56,999
283991,0,328,0,7,0,19
283994,0,328,1,60,158.09,499
284056,0,325,0,70,271.05,549
284083,0,325,0,1,0,149
284131,0,325,0,11,187.63,249
284136,0,325,0,8,0,19
284173,0,325,0,3,0,149
284228,0,324,0,33,468.29,599
284249,0,324,0,12,0,99
284294,0,324,0,57,0,19
284459,0,323,0,11,0,19
284494,0,323,0,70,209.19,400
284496,0,323,2,71,451.18,579
284503,0,323,1,38,263.6,499
284598,0,323,2,145,568.11,929
284670,0,322,0,23,198.21,349
284691,0,322,0,4,0,49
284692,0,322,0,75,762.19,1249
284705,0,322,0,775,130.11,199
284833,0,322,0,55,1482.4,1824
284838,0,322,0,28,1211.73,1499
285031,0,321,0,74,681.6,999
285039,0,113,4,23,182.94,499
285072,0,314,5,22,571.42,699
285102,0,318,0,2,0,19
285110,0,318,0,25,0,149
285135,0,318,0,13,425.92,609
285178,0,318,0,27,0,149
285245,0,317,0,23,722.37,799
285248,0,317,0,0,0,19
285276,0,317,0,42,0,149
285298,0,175,0,44,124.96,499
285320,0,317,0,30,184.08,0
285362,0,317,0,16,405.96,599
285430,0,316,2,44,568.11,0
285545,0,316,0,4,0,19
285546,1,254,2,12,190.42,0
285657,0,315,6,26,156.65,19
285745,0,315,3,49,648.87,1398
285915,0,314,0,416,1028.47,1400
286041,0,311,0,26,314.22,599
286054,0,311,1,6,0,19
286056,0,311,0,21,186.83,529
286057,0,311,1,11,0,0
286136,1,224,0,5,0,19
286150,0,310,0,81,273.86,349
286170,0,310,2,46,0,199
286197,0,310,1,17,376.47,599
286224,0,310,0,4,0,19
286233,0,310,6,18,723.64,800
286299,0,310,0,56,466.23,0
286311,0,310,0,14,0,19
286341,0,310,0,146,691.69,999
286383,1,70,0,5,433.28,0
286422,0,309,1,12,0,49
286448,0,309,11,130,103.08,699
286474,0,308,2,38,0,249
286513,0,309,0,3,0,217.88
286557,1,0,0,0,0,0
286597,0,302,0,10,0,19
286608,1,91,0,1,0,0
286640,1,306,0,1,0,0
286653,0,308,0,2,0,19
286664,0,308,0,4,0,19
286701,1,61,5,13,7.68,0
286704,0,308,0,2,169.56,299
286713,1,113,4,3,31.07,0
286821,0,307,0,5,0,19
286896,0,307,0,2,0,19
286921,0,307,1,29,635.63,999
286936,0,307,0,11,1164.59,1269
286949,0,306,0,27,1126.07,1549
286987,0,304,0,34,0,149
287087,0,304,0,5,0,19
287105,0,304,0,18,0,249
287106,0,304,0,37,2209.37,2613.48
287107,0,304,0,73,2637.4,3297.82
287108,0,304,0,18,2040.29,2613.48
287110,0,304,0,66,3037.03,3525.92
287111,0,304,0,39,2866.14,3525.92
287113,0,304,0,69,3211.13,3754.04
287114,0,304,0,46,2184.21,3525.92
287115,0,304,0,50,3312.56,3754.04
287116,0,304,0,89,3036.21,3525.92
287186,0,303,0,12,191.92,499
287390,0,303,0,3,0,49
287394,0,303,0,3,0,99
287399,0,303,0,55,883.57,1249
287413,0,303,0,45,202.13,525
287467,0,303,0,302,1112.56,1499
287501,0,302,0,7,0,49
287511,0,302,0,4,0,99
287519,0,302,0,71,0,149
287546,0,302,0,1,0,19
287558,0,302,3,41,395.91,649
287649,0,301,0,33,2510.17,2613.48
287699,0,301,4,38,306.9,500
287729,0,301,0,65,144.72,479
287776,0,301,0,0,0,169
287782,0,301,0,28,164.71,499
287804,0,301,1,28,0,149
287820,0,301,2,47,291.85,512.77
287840,0,295,0,37,1662.42,1999
287907,0,300,0,11,310.77,398
287943,0,300,0,10,232.91,549
288013,0,300,0,89,952.38,1249
288015,0,300,0,14,0,149
288016,0,300,2,329,279.72,599
288038,0,300,4,11,164.51,299
288043,0,300,0,49,1465.28,1500
288054,0,300,3,149,20.51,199
288083,1,110,0,3,53.84,0
288084,0,300,0,13,0,299
288089,0,300,0,34,158.84,479
288096,0,299,0,5,534.78,549
288106,0,297,4,25,281.12,449
288143,0,297,0,229,230.68,599
288170,0,297,0,23,576.67,700
288307,0,297,2,23,262.02,349
288335,0,296,0,74,838.3,1069
288358,0,296,0,16,570.05,549
288364,0,296,0,13,591.38,549
288417,0,296,0,80,771.18,999
288512,0,295,0,20,261.16,600
288519,0,295,0,41,162,399
288577,0,295,0,21,412.46,550
288710,0,290,1,2,0,299
288733,0,290,10,33,164.15,499
288739,0,290,0,96,628.19,999
288833,0,290,0,10,0,19
288864,0,290,0,9,0,19
288932,0,289,5,25,580.03,799
288970,0,289,0,16,0,19
288976,0,289,7,65,437.91,969
288977,0,289,2,104,3149.14,3299
289128,0,288,0,28,281.53,599
289138,0,288,6,25,262.72,599
289179,0,288,0,11,0,0
289249,0,288,2,7,81.61,299
289351,0,287,0,53,0,220
289356,0,280,0,93,851.13,1249
289359,0,287,0,136,3113.29,3099
289384,0,287,0,17,370.13,549
289405,0,287,3,1,175.72,0
289407,0,287,0,49,385.24,779
289421,0,287,0,14,0,19
289450,0,286,1,26,844.37,0
289467,0,286,0,22,0,329
289554,0,286,0,6,0,250
289555,0,286,0,116,559.78,1049
289563,0,286,1,180,0,249
289601,0,286,0,29,246.23,625
289643,0,286,0,23,0,149
289712,0,283,0,192,1105.66,1499
289717,0,246,0,0,0,149
289822,0,283,0,84,0,149
289825,1,123,0,37,376.17,0
289829,0,261,6,46,952.38,233.34
289831,0,283,0,26,234.43,499
289840,0,283,0,111,719.35,1099
289858,0,283,0,12,324.47,649
289867,0,282,0,19,53.37,149
289936,0,281,0,43,962.76,1499
289982,0,282,0,10,128.1,299
290061,0,281,2,61,243.63,499
290065,0,281,0,99,163.08,329
290068,0,281,0,322,982.42,1249
290124,0,281,0,28,100.47,299
290190,0,281,0,13,200.85,449
290206,0,281,3,40,672.21,898
290302,0,280,0,11,0,99
290316,0,279,0,5,0,19
290346,0,280,1,27,373.61,149
290349,0,280,1,3,255.24,499
290363,0,280,0,34,174.94,499
290380,0,280,0,27,189.97,499
290382,0,280,10,28,279.29,586.23
290406,0,280,3,150,505.46,799
290409,0,280,8,22,240.9,0
290414,0,280,40,101,71.69,299
290436,0,279,5,30,138.49,299
290444,0,279,0,6,0,199
290468,1,217,1,5,108.78,0
290482,0,279,0,111,197.31,499
290550,0,279,0,7,0,49
290561,0,279,0,1,80.99,19
290647,0,276,0,37,871.79,1249
290717,0,276,0,26,0,199
290758,0,276,0,13,842.17,1000
290784,0,275,0,2,0,0
290850,1,184,5,7,0,0
290861,0,273,1,45,847.83,1249
290934,0,275,0,1,0,38
290949,0,275,1,57,846.18,0
291002,0,274,0,90,928.69,1249
291013,0,274,0,87,1490.23,1799
291018,0,274,0,46,271.47,599
291156,0,274,0,14,259.01,599
291283,0,273,0,87,812.31,1249
291303,0,273,0,3,0,19
291308,0,220,2,36,497.21,835
291315,0,273,4,59,492.16,799
291317,0,273,0,19,278.86,499
291329,0,273,0,1,0,49
291423,0,272,0,16,473.64,699
291720,0,268,0,67,189.85,499
291805,0,268,21,52,457.17,729
291808,0,268,12,28,183.54,499
291820,0,268,0,3,0,19
291878,0,267,0,5,0,19
291889,1,183,0,27,0,0
291926,0,267,3,126,961.76,1000
291956,0,262,7,82,279.94,599
292122,0,261,4,99,298.68,549
292126,0,261,1,19,153.11,54
292136,0,261,1,49,558.59,949
292163,0,261,1,20,169.2,499
292203,0,261,5,28,602.82,1249
292223,0,260,2,1,0,149
292308,0,260,1,31,700.87,999
292321,0,260,0,24,234.61,549
292332,0,260,0,10,234.46,599
292338,0,260,2,19,0,250.14
292342,0,260,4,71,1136.6,1499
292346,0,260,0,45,768.09,1249
292351,0,260,1,162,0,199
292454,0,259,1,11,0,329
292518,0,254,0,1,0,19
292527,0,252,0,8,0,149
292531,0,254,8,50,158.18,299
292582,1,182,0,7,0,199
292610,0,205,0,21,0,329
292618,0,254,0,3,0,19
292704,0,253,1,15,1664.78,1999
292711,0,253,1,59,468.57,0
292802,0,253,21,126,0,299
292852,0,232,0,166,1565.81,1999
292853,0,252,0,27,634.12,0
292859,1,72,0,183,6394.65,0
292860,0,252,0,34,341.47,499
292862,0,252,0,71,260.97,599
292877,0,252,0,14,0,49
292895,1,153,0,33,583.98,0
292921,0,252,0,4,0,149
292940,0,252,11,140,0,598
292948,1,113,5,24,27.63,0
292954,0,252,1,82,139.92,499
292964,1,86,1,15,0,0
293006,0,252,0,56,595.79,999
293031,0,252,0,9,150.47,299
293044,0,251,0,50,0,299
293066,1,214,0,5,0,0
293068,1,119,1,37,28.39,0
293074,0,251,0,2,0,19
293082,0,251,0,34,304.74,649
293091,1,121,1,8,0,0
293141,1,213,2,6,0,0
293150,1,187,0,31,54.3,19
293153,0,251,0,9,0,49
293164,0,251,0,99,1564.97,1671.5
293175,0,251,0,10,0,329
293186,0,251,4,30,274.09,449
293194,1,245,0,13,0,0
293201,1,215,0,29,157.32,0
293232,0,230,0,13,162.93,199
293243,1,186,1,11,0,299
293269,0,218,1,75,571.19,329
293270,1,146,2,24,314.77,0
293273,1,182,0,11,0,329
293306,1,135,0,27,274.77,0
293325,0,248,0,48,1288.58,1699
293332,0,248,4,7,107.71,419
293347,1,100,1,7,304.25,0
293350,1,120,33,4,59.13,0
293356,1,172,3,11,145.97,0
293362,1,104,0,5,0,0
293403,0,247,1,6,0,149
293420,0,247,0,2,0,249
293421,0,247,0,5,198.7,169
293425,0,247,1,10,20.35,374
293434,0,247,0,6,0,149
293494,1,131,1,6,29.71,0
293503,0,246,0,6,304,1298
293513,1,222,1,20,505.08,0
293523,1,183,0,3,0,0
293532,1,128,2,56,787.52,0
293537,0,247,0,28,153.82,299
293560,0,244,3,3,0,0
293576,0,246,0,39,896.72,2498
293592,0,246,0,17,149.52,499
293598,0,246,8,26,996.99,1499
293609,0,246,3,46,210.79,-5.68E-14
293614,1,115,3,29,118.38,0
293629,1,125,1,22,213.03,600
293637,0,246,3,20,661.19,999
293652,1,226,1,19,879.01,1249
293654,0,246,0,36,230.89,549
293677,1,109,2,9,376.51,0
293714,0,246,0,31,0,219
293715,1,109,4,10,261.92,0
293745,0,246,0,0,28.63,49
293799,1,205,1,4,61.59,0
293811,0,245,1,8,0,149
293823,0,245,0,1,0,19
293826,1,123,0,15,851.12,1249
293839,0,245,0,12,203.91,415
293847,1,214,0,5,0,0
293858,1,49,0,23,70.91,0
293869,0,245,0,14,141.51,299
293875,0,245,0,1,0,0
293877,0,245,0,14,75.52,149
293878,1,91,0,22,338.36,0
293888,1,69,0,34,467.13,499
293909,1,44,0,34,119.8,0
293930,0,245,0,3,0,329
293959,0,245,1,77,373.76,729
293961,0,245,2,34,0,199
293974,0,245,0,31,281.05,1198
293975,1,136,17,26,590.94,0
293990,1,106,2,151,37.87,0
293993,1,125,1,15,182.88,0
294004,0,244,0,26,0,0
294026,0,244,0,242,876.28,0
294041,0,244,0,94,2395.47,0
294049,0,244,5,21,167.42,0
294050,0,244,0,32,162.73,0
294055,1,196,0,9,0,0
294062,1,236,9,15,122.4,0
294123,0,244,0,94,1161.02,0
294131,1,133,0,28,167.88,0
294137,1,98,1,13,42.89,0
294154,0,244,1,6,0,0
294196,0,243,6,9,280.43,349
294209,1,137,0,3,67.55,0
294220,0,241,0,1,0,49
294225,1,214,5,45,0,0
294249,0,240,0,78,266.04,599
294260,0,240,0,14,793.02,0
294272,0,240,1,37,0,275
294301,0,240,0,62,936.19,1249
294335,0,240,0,54,262.18,599
294364,0,240,3,35,257.9,300
294382,0,240,1,31,534.73,1000
294453,0,239,0,10,420.76,549
294504,0,239,7,466,0,299
294511,0,232,0,47,227.38,599
294567,0,239,1,6,708.32,254.74
294574,0,239,0,13,211.16,299
294581,0,238,0,211,623.52,999
294587,0,239,0,0,0,19
294635,0,238,0,12,212.9,549
294650,0,238,0,43,304.72,699
294657,0,238,1,13,123.13,299
294661,0,238,1,2,0,19
294733,0,238,0,77,2639.16,3000
294758,0,238,1,7,127.17,499
294781,0,238,0,17,0,299
294799,0,237,0,22,729.77,1249
294823,0,237,0,24,281.31,629
294833,1,203,1,0,18.4,0
294838,1,183,1,51,32.32,0
294861,0,237,0,77,668.39,999
294892,0,237,0,1,0,2019
294981,1,226,0,21,654.09,1099
295009,0,231,0,2,116.93,0
295032,0,233,9,38,1942.41,2580.02
295046,0,234,0,43,206.71,599
295054,0,234,0,76,641,1249
295134,0,234,0,1,0,19
295135,0,234,0,36,571.58,899
295148,0,234,3,28,0,149
295149,0,234,3,81,1466.25,1799
295177,0,234,0,37,855.04,1249
295205,0,234,0,14,149.64,299
295235,0,233,0,33,1137.37,1699
295262,0,233,1,48,681.02,1249
295276,0,233,0,60,0,299
295282,0,233,0,10,472.24,599
295289,0,233,0,19,0,149
295297,0,233,0,20,1002.87,1249
295298,0,233,4,187,1499.5,1999
295346,0,233,1,25,250.41,625
295401,0,232,5,195,753.59,1499
295438,0,232,0,12,0,329
295442,0,232,0,10,111.79,0
295471,0,232,2,5,0,19
295501,0,232,0,92,1338.14,1499
295514,0,232,0,68,865.16,1000
295531,0,232,0,20,220.46,499
295567,0,232,23,5,157.74,349
295646,0,230,0,37,469.27,899
295674,0,231,0,65,1680.99,2000
295685,0,231,0,3,80.32,199
295687,0,231,1,9,0,19
295701,0,231,0,36,701.27,869
295755,0,231,0,0,0,38
295766,0,219,2,22,390.76,749
295806,0,231,10,4,0,149
295827,0,231,0,30,971.32,1249
295839,0,231,0,0,0,19
295909,0,230,3,49,172.29,499
295947,0,230,0,74,952.05,1499
295985,0,230,0,15,117.32,199
295998,0,230,2,27,2445.71,2499
296010,0,226,0,88,316.32,0
296017,0,230,2,10,0,199
296047,0,230,1,38,163.49,499
296098,0,229,0,43,488.66,799
296165,0,227,4,28,683.21,999
296189,0,224,0,26,0,329
296223,0,227,0,31,576.72,999
296245,0,227,5,85,0,329
296283,0,227,2,26,183.1,149
296289,0,227,1,14,169.51,499
296291,0,227,0,4,285.58,369
296298,0,227,3,4,266.56,299
296317,0,227,1,7,185.41,0
296326,0,226,1,26,238.06,349
296339,0,226,2,2,175.18,299
296374,0,226,0,35,373.06,699
296376,0,226,1,29,113.48,599
296391,0,226,5,10,123.94,258.06
296403,0,226,1,18,301.33,419
296464,0,226,9,9,343.25,461.5
296478,0,226,0,140,1004.87,1249
296492,0,224,28,89,495.93,999
296506,0,226,3,39,486.93,650
296629,0,225,0,53,0,19
296647,0,225,0,105,252.89,599
296674,0,225,0,12,327.84,299
296702,0,225,4,31,409.94,499
296707,0,225,0,25,663.18,999
296776,0,224,1,18,522.13,999
296846,0,224,0,22,0,0
296863,0,224,0,36,155.18,199
296879,0,224,0,1,0,19
296880,0,219,3,26,419.22,499
296884,0,224,0,1,0,19
296914,0,223,0,18,509.73,1249
296937,0,223,0,20,666.84,999
296966,0,223,1,416,254.31,449
296971,0,223,0,10,103.25,499
296992,0,223,1,20,193.89,349
296993,0,223,4,19,434.77,699
297064,0,223,0,25,410.98,549
297076,0,222,0,6,349.81,499
297119,0,220,1,4,163.99,139.24
297120,0,220,10,25,1410.54,1743.26
297126,0,220,0,46,0,149
297134,0,220,0,10,0,19
297162,0,220,0,73,989.98,1499
297166,0,220,0,22,402.62,389
297203,0,220,1,23,228.52,500
297206,1,158,0,1,7.78,-783.28
297210,1,214,0,49,0,0
297217,0,220,1,5,56.21,299
297225,0,220,6,3,0,299
297273,0,219,2,24,434.64,580
297285,0,219,0,78,655.18,999
297324,0,219,0,40,836.07,1249
297325,0,219,0,17,300.02,649
297333,0,219,0,6,522.2,499
297352,0,219,3,19,322.95,203
297367,0,219,27,11,270.56,500
297375,0,219,0,26,233.2,299
297385,0,219,1,16,0,99
297405,1,106,6,84,970.34,0
297409,0,219,0,2,0,49
297413,0,218,0,103,839.85,1249
297430,1,115,0,4,0,0
297431,0,219,1,4,0,199
297453,0,219,7,44,1227.38,0
297469,0,219,0,14,0,249
297516,0,218,1,17,0,149
297533,0,218,0,41,946.77,1019
297585,0,218,2,112,670.43,969
297603,0,218,3,33,0,329
297618,0,218,0,4,0,19
297637,0,218,1,43,1326.17,2084
297695,0,217,2,14,578.81,799
297704,0,217,1,4,0,299
297709,0,217,0,17,219.85,499
297746,0,217,0,30,0,299
297762,0,217,0,23,236.3,599
297772,0,217,19,44,904.06,1249
297797,0,217,0,23,622.39,999
297822,0,216,0,23,0,219
297836,0,216,3,43,966.14,1249
297877,0,216,0,18,852.27,1249
297887,0,216,0,12,0,19
297950,0,216,1,25,802.96,1249
297966,0,216,0,21,280.03,599
297989,0,216,0,4,0,19
298034,0,213,0,22,159.39,0
298166,0,213,1,25,154.72,0
298182,1,181,1,21,151.24,299
298226,0,212,15,25,517.23,699
298227,0,212,5,16,0,279
298248,0,212,1,14,296.65,349
298253,0,212,2,4,0,199
298295,0,211,0,29,346.3,699
298320,0,212,0,16,34.26,174.81
298341,0,210,0,5,0,329
298355,0,212,0,29,0,49
298369,0,212,2,41,301.33,629
298397,0,211,0,34,639.9,999
298416,0,211,0,41,0,329
298427,0,211,0,10,280.67,500
298442,0,211,0,127,213.31,299
298471,0,211,0,22,0,329
298483,0,211,0,11,290.07,1249
298504,0,211,0,11,153.73,199
298506,0,211,0,50,226.92,549
298521,0,211,6,18,402.41,799
298548,0,211,0,2,0,19
298552,0,211,0,3,0,19
298558,0,211,0,9,13.73,299
298589,0,210,0,62,588.66,999
298590,0,210,0,40,403.45,599
298597,0,210,1,18,153.19,699
298635,0,210,6,27,0,299
298652,0,210,0,1,0,49
298714,0,209,4,55,86.32,0
298726,0,210,0,4,156.58,170
298764,0,209,1,19,20.51,19
298778,0,209,1,17,778.35,1249
298793,0,209,3,39,425.24,599
298796,0,209,6,126,0,199
298822,0,209,0,33,709.64,999
298837,0,209,0,2,0,149
298855,0,209,0,30,648.8,999
298856,0,209,0,15,0,199
298883,0,209,2,3,0,19
298913,0,208,0,11,0,19
298934,0,208,1,36,847.12,1149
298944,0,206,4,148,452.29,799
298950,0,199,7,20,474.05,800
298987,0,206,1,21,300.94,649
299038,0,206,0,326,137.79,299
299073,0,206,7,8,0,299
299103,1,129,2,55,132.13,0
299201,0,205,0,10,673.66,999
299222,0,205,4,32,186.96,269
299239,0,205,0,20,145.79,790
299306,0,205,0,42,950.25,1249
299355,0,199,4,9,639.48,819
299392,0,204,0,12,0,299
299404,0,204,0,6,0,208
299435,0,204,0,33,136.36,499
299467,0,204,0,18,492.31,999
299473,0,204,0,5,18.7,149
299535,0,204,0,24,0,299
299542,0,204,0,10,0,149
299549,0,204,0,28,1087.01,1499.61
299557,0,204,0,12,500.89,999
299566,0,204,0,4,285.82,624.5
299598,0,203,1,5,0,0
299602,0,203,0,26,0,329
299603,0,203,0,138,1154.59,1529
299610,0,203,0,0,0,99
299681,0,203,37,63,329.87,1230.84
299687,0,203,1,58,534.9,1000
299705,0,203,0,2,0,169
299713,0,203,23,23,253.71,399
299732,0,203,1,38,996.18,1249
299736,0,203,0,30,321.44,529
299740,0,203,0,34,366.44,499
299798,0,202,1,2,129.58,524
299804,0,202,4,0,7.36,49
299875,0,202,1,8,140.89,299
299886,0,202,2,94,1086.03,1499
299892,0,202,0,72,706.09,1249
299901,0,202,11,11,42.13,524
299953,0,202,2,72,880.59,1329
300003,0,202,0,81,126.95,299
300024,0,202,7,59,475.72,499
300035,0,202,4,19,35.03,49
300053,0,202,2,25,887.1,1249
300068,0,202,0,26,509.22,775
300105,0,202,0,6,0,249
300140,0,201,0,0,0,49
300174,0,199,5,14,286.2,499
300217,0,199,0,6,396.15,700
300234,0,199,1,16,93.04,149
300328,0,199,0,6,156.69,449
300329,0,198,1,93,991.95,1499
300332,0,199,0,2,0,149
300426,0,198,2,17,186.94,0
300461,0,198,1,6,0,19
300462,0,198,0,41,539.82,-870
300473,0,198,0,55,138.94,299
300502,0,198,0,20,280.55,649
300553,0,198,1,35,151.65,299
300567,0,126,2,173,593.7,0
300571,0,197,0,11,0,149
300601,0,197,0,38,1681.32,1500
300633,0,197,3,9,361.06,0
300649,0,197,0,90,1107.51,1499
300664,0,197,0,27,182.7,499
300669,0,197,1,3,220.38,233
300673,0,197,0,106,523.48,800
300676,0,197,0,11,333.53,749
300703,0,197,1,60,773.61,1049
300711,0,197,0,19,134.56,299
300758,0,196,3,13,79.62,349
300763,0,196,0,15,658.61,999
300805,0,196,4,2,0,19
300808,0,196,0,13,339.68,599
300816,0,196,0,52,261.5,629
300845,0,196,0,4,319.56,-549
300908,0,196,0,77,614.28,999
300916,0,196,1,10,0,199
300925,0,196,0,10,95.86,0
300967,0,192,0,22,990.31,1149
300975,0,195,0,77,246.83,599
300979,0,195,0,6,0,149
300996,0,195,0,0,0,39
301020,0,195,0,156,0,329
301034,0,195,0,2,0,165
301039,0,190,1,12,241.17,599
301077,0,195,0,19,0,149
301113,0,194,15,14,0,199
301125,0,193,1,44,0,329
301164,1,90,0,20,0,0
301190,0,192,0,46,140.57,150
301210,0,192,0,28,393.77,699
301230,0,192,5,57,0,249
301295,0,192,0,22,962.71,199
301334,0,191,0,23,506.11,649
301335,0,191,1,4,232.23,268
301339,1,123,2,5,0,0
301349,0,191,2,77,872.18,1329
301355,0,191,1,20,157.47,299
301359,0,191,0,19,255.93,599
301362,0,191,6,28,13.7,-801
301364,0,191,17,36,692.07,1099
301366,0,191,0,44,0,199
301424,0,191,0,83,763.81,1129
301439,0,191,0,90,0,199
301450,0,191,0,26,1310.68,1499
301453,0,191,0,1,0,19
301456,0,191,4,18,650.81,999
301460,0,191,0,106,642.21,1149
301465,0,191,0,28,0,329
